Gestion;Mes;Nivel_de_Administracion;Institucion;Fuente_de_Financiamiento;Grupo_de_Gasto;Objeto_de_Gasto; Aprobado ; Vigente ; Ejecutado_del_Mes ; Ejecutado_Acumulado ; Saldo_Disponible ; %_de_Ejecucion,,,,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12410 - Decimotercer Mes; 522,175 ; 522,175 ; -   ; -   ; 522,175 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12420 - Decimocuarto Mes; 522,175 ; 522,175 ; -   ; -   ; 522,175 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 725,607 ; 725,607 ; -   ; -   ; 725,607 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;12910 - Contratos Especiales; 5833,170 ; 5833,170 ; -   ; -   ; 5833,170 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;15900 - Otras Asistencia Social al Personal; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 6000,000 ; 6000,000 ; -   ; -   ; 6000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 1500,000 ; 1500,000 ; -   ; -   ; 1500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;22260 - Alquiler de Equipo de Oficina y Muebles; 455,400 ; 455,400 ; -   ; -   ; 455,400 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 1000,000 ; 1000,000 ; -   ; -   ; 1000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23350 - Mantenimiento y Reparacion de Equipo para Computacion; 427,690 ; 427,690 ; -   ; -   ; 427,690 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 5000,000 ; 5000,000 ; -   ; -   ; 5000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 600,000 ; 600,000 ; -   ; -   ; 600,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 1000,000 ; 1000,000 ; -   ; -   ; 1000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35800 - Productos de Material Plastico; 3750,000 ; 3750,000 ; -   ; -   ; 3750,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;36930 - Elementos de Ferreteria; 200,000 ; 200,000 ; -   ; -   ; 200,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;39300 - Utiles y Materiales Electricos; 211,872 ; 211,872 ; -   ; -   ; 211,872 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;11 - Tesoro Nacional;40000 - BIENES CAPITALIZABLES;45100 - Aplicaciones Informaticas; 1800,000 ; 1800,000 ; -   ; -   ; 1800,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12550 - Contribuciones para Seguro Social; 874,018 ; 874,018 ; -   ; -   ; 874,018 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;12910 - Contratos Especiales; 12166,830 ; 12166,830 ; -   ; -   ; 12166,830 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;14300 - Gastos de Representacion en el Pais; 900,000 ; 900,000 ; -   ; -   ; 900,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;10000 - SERVICIOS PERSONALES;16200 - Compensaciones; 4000,000 ; 4000,000 ; -   ; -   ; 4000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 29000,000 ; 29000,000 ; -   ; -   ; 29000,000 ; -,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23500 - Limpieza,Aseo y Fumigacion; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;23600 - Mantenimiento de Sistemas Informaticos; 21252,000 ; 21252,000 ; -   ; -   ; 21252,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25100 - Servicio de Transporte; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25500 - Comisiones y Gastos Bancarios; 1200,000 ; 1200,000 ; -   ; -   ; 1200,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 6000,000 ; 6000,000 ; -   ; -   ; 6000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 500,000 ; 500,000 ; -   ; -   ; 500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 1500,000 ; 1500,000 ; -   ; -   ; 1500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;20000 - SERVICIOS NO PERSONALES;29200 - Servicios de Vigilancia; 3000,000 ; 3000,000 ; -   ; -   ; 3000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 6000,000 ; 6000,000 ; -   ; -   ; 6000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35610 - Gasolina; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;35620 - Diesel; 1150,000 ; 1150,000 ; -   ; -   ; 1150,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39100 - Elementos de Limpieza y Aseo Personal; 800,000 ; 800,000 ; -   ; -   ; 800,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39200 - Utiles de Escritorio,Oficina y Ensenanza; 1200,000 ; 1200,000 ; -   ; -   ; 1200,000 ; -,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;30000 - MATERIALES Y SUMINISTROS;39600 - Repuestos y Accesorios; 6043,191 ; 6043,191 ; -   ; -   ; 6043,191 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;41110 - Para Construccion de Bienes en Dominio Privado; 3000,000 ; 3000,000 ; -   ; -   ; 3000,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42110 - Muebles Varios de Oficina; 1500,000 ; 1500,000 ; -   ; -   ; 1500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42120 - Equipos Varios de Oficina; 1500,000 ; 1500,000 ; -   ; -   ; 1500,000 ; -,,,,,
2018;Enero;Administracion Central;0180 - Registro Nacional de las Personas;12 - Recursos Propios;40000 - BIENES CAPITALIZABLES;42600 - Equipos para Computacion; 1000,000 ; 1000,000 ; -   ; -   ; 1000,000 ; -,,,,,
2018;Enero;Administracion Central;0190 - Ministerio Publico;11 - Tesoro Nacional;90000 - OTROS GASTOS;94100 - Gastos Corrientes del Ministerio Publico; 1524106,368 ; 1524106,368 ; 93675,508 ; 93675,508 ; 1430430,860 ; 6.1,,,
2018;Enero;Administracion Central;0190 - Ministerio Publico;11 - Tesoro Nacional;90000 - OTROS GASTOS;94200 - Gastos de Capital  del Ministerio Publico; 361368,790 ; 361368,790 ; 24457,228 ; 24457,228 ; 336911,562 ; 6.8,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11100 - Sueldos Basicos; 51401,400 ; 51401,400 ; 4283,200 ; 4283,200 ; 47118,200 ; 8.3,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11510 - Decimotercer Mes; 4283,450 ; 4283,450 ; -   ; -   ; 4283,450 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11520 - Decimocuarto Mes; 4283,450 ; 4283,450 ; -   ; -   ; 4283,450 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11600 - Complementos; 3709,726 ; 3709,726 ; 155,122 ; 155,122 ; 3554,604 ; 4.2,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11710 - Contribuciones al Instituto Nacional de Jubilaciones y Pensiones de los Empleados y Funcionarios del; 7453,203 ; 7453,203 ; 621,064 ; 621,064 ; 6832,139 ; 8.3,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;11750 - Contribuciones para Seguro Social; 1414,025 ; 1414,025 ; 122,418 ; 122,418 ; 1291,607 ; 8.7,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;10000 - SERVICIOS PERSONALES;14300 - Gastos de Representacion en el Pais; 240,000 ; 240,000 ; -   ; -   ; 240,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21100 - Energia Electrica; 1000,000 ; 1000,000 ; -   ; -   ; 1000,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21200 - Agua; 135,000 ; 135,000 ; -   ; -   ; 135,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21410 - Correo Postal; 240,000 ; 240,000 ; -   ; -   ; 240,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21420 - Telefonia Fija; 400,000 ; 400,000 ; -   ; -   ; 400,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;21430 - Telefonia Celular; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;22100 - Alquiler de Edificios,Viviendas y Locales; 4700,000 ; 4700,000 ; -   ; -   ; 4700,000 ; -,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23100 - Mantenimiento y Reparacion de Edificios y Locales; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23200 - Mantenimiento y Reparacion de Equipos y Medios de Transporte; 225,000 ; 225,000 ; -   ; -   ; 225,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;23360 - Mantenimiento y Reparacion de Equipo de Oficina y Muebles; 240,000 ; 240,000 ; -   ; -   ; 240,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24300 - Servicios Juridicos; 5900,000 ; 5900,000 ; -   ; -   ; 5900,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24500 - Servicios de Capacitacion; 4000,000 ; 4000,000 ; -   ; -   ; 4000,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24600 - Servicios de Informatica y Sistemas Computarizados; 240,000 ; 240,000 ; -   ; -   ; 240,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;24720 - Servicios de Consultoria de Monitoreo y Evaluacion; 3900,000 ; 3900,000 ; -   ; -   ; 3900,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25100 - Servicio de Transporte; 10,000 ; 10,000 ; -   ; -   ; 10,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25300 - Servicio de Imprenta,Publicaciones y Reproducciones; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25400 - Primas y Gastos de Seguro; 2300,000 ; 2300,000 ; -   ; -   ; 2300,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25700 - Servicio de Internet; 235,000 ; 235,000 ; -   ; -   ; 235,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;25900 - Otros Servicios Comerciales y Financieros; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26110 - Pasajes Nacionales; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26120 - Pasajes al Exterior; 850,000 ; 850,000 ; -   ; -   ; 850,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26210 - Viaticos Nacionales; 993,561 ; 993,561 ; -   ; -   ; 993,561 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;26220 - Viaticos al Exterior; 1200,000 ; 1200,000 ; -   ; -   ; 1200,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27210 - Tasas; 280,000 ; 280,000 ; -   ; -   ; 280,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;27500 - Gastos Judiciales; 100,000 ; 100,000 ; -   ; -   ; 100,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29100 - Ceremonial y Protocolo; 300,000 ; 300,000 ; -   ; -   ; 300,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;20000 - SERVICIOS NO PERSONALES;29200 - Servicios de Vigilancia; 386,400 ; 386,400 ; -   ; -   ; 386,400 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31100 - Alimentos y Bebidas para Personas; 250,000 ; 250,000 ; -   ; -   ; 250,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;31200 - Alimentos para Animales; 50,000 ; 50,000 ; -   ; -   ; 50,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;32310 - Prendas de Vestir; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;32400 - Calzados; 30,000 ; 30,000 ; -   ; -   ; 30,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33100 - Papel de Escritorio; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33300 - Productos de Artes Graficas; 150,000 ; 150,000 ; -   ; -   ; 150,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33400 - Productos de Papel y Carton; 120,000 ; 120,000 ; -   ; -   ; 120,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;33500 - Libros,Revistas y Periodicos; 20,000 ; 20,000 ; -   ; -   ; 20,000 ; -,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;34400 - Llantas y Camaras de Aire; 225,000 ; 225,000 ; -   ; -   ; 225,000 ; -,,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35400 - Insecticidas,Fumigantes y Otros; 2,000 ; 2,000 ; -   ; -   ; 2,000 ; -,,,,
2018;Enero;Administracion Central;0200 - Procuraduria General de la Republica;11 - Tesoro Nacional;30000 - MATERIALES Y SUMINISTROS;35500 - Tintas,Pinturas y Colorantes; 5,000 ; 5,000 ; -   ; -   ; 5,000 ; -,,,,
